"Ligand: 60823
"
Pharma Model,Num Feature,Fit,Norm Fit,Num Hydrophobic,Num HB Acceptor,Num HB Donor,Num Positive,Num Negative,Num Aromatic,Name,Class,Uniplot,Function,Disease,"Idication
"
2owi_A_cavity_1,4,3.681,0.9202,4,0,0,0,0,0,Regulator of G-protein signaling 18,SIGNALING PROTEIN,RGS18_HUMAN,"Inhibits signal transduction by increasing the GTPase activity of G protein alpha subunits thereby driving them into their inactive GDP-bound form. Binds to G(i) alpha-1, G(i) alpha- 2, G(i) alpha-3 and G(q) alpha.",NONE,"NONE
"
2kfw_A_cavity_2,4,3.669,0.9172,4,0,0,0,0,0,NONE,NONE,NONE,NONE,NONE,"NONE
"
1fft_C_cavity_1,4,3.591,0.8977,4,0,0,0,0,0,Ubiquinol oxidase subunit 1,NONE,P0ABI8,NONE,NONE,"NONE
"
2ew0_A_cavity_1,4,3.536,0.8839,4,0,0,0,0,0,UPF0301 protein ACIAD0353,NONE,Q6FF54,NONE,NONE,"NONE
"
1ieb_A_cavity_1,4,3.456,0.8639,4,0,0,0,0,0,"H-2 class II histocompatibility antigen, E-D alpha chain",NONE,P01904,NONE,NONE,"NONE
"
2nro_B_cavity_4,4,3.331,0.8326,4,0,0,0,0,0,Molybdopterin biosynthesis protein moeA,NONE,P12281,NONE,NONE,"NONE
"
2wdv_G_cavity_3,4,3.309,0.8272,4,0,0,0,0,0,Succinate dehydrogenase flavoprotein subunit,NONE,P0AC41,Involved in oxidoreductase activity,NONE,"NONE
"
2dqn_A_cavity_2,4,3.289,0.8222,4,0,0,0,0,0,Glutamyl-tRNA(Gln) amidotransferase subunit A,NONE,P63488,NONE,NONE,"NONE
"
1vf5_B_cavity_2,5,4.027,0.8055,5,0,0,0,0,0,Cytochrome b6,NONE,P83791,Involved in oxidoreductase activity,NONE,"NONE
"
1d06_A_cavity_1,4,3.215,0.8039,4,0,0,0,0,0,Sensor protein fixL,NONE,P10955,Involved in ATP binding,NONE,"NONE
"
3bhy_A_cavity_4,4,3.187,0.7967,4,0,0,0,0,0,Death-associated protein kinase 3,TRANSFERASE,DAPK3_HUMAN,Serine/threonine kinase which acts as a positive regulator of apoptosis. Phosphorylates histone H3 on Thr-11 at centromeres during mitosis.,NONE,"NONE
"
2gh8_C_cavity_3,4,3.122,0.7806,1,2,0,1,0,0,Capsid protein,NONE,P36285,NONE,NONE,"NONE
"
1yed_B_cavity_2,4,3.093,0.7732,4,0,0,0,0,0,Ig gamma-1 chain C region secreted form,NONE,P01868,NONE,NONE,"NONE
"
2oqc_A_cavity_5,4,3.093,0.7731,3,0,0,0,1,0,Uncharacterized protein yxeI,NONE,P54948,NONE,NONE,"NONE
"
2qby_A_cavity_4,5,3.725,0.745,5,0,0,0,0,0,Cell division control protein 6 homolog 1,NONE,Q980N4,NONE,NONE,"NONE
"
2fbw_Q_cavity_1,5,3.697,0.7395,5,0,0,0,0,0,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",NONE,Q9YHT1,NONE,NONE,"NONE
"
3fqd_A_cavity_8,5,3.69,0.7381,3,1,0,0,1,0,5-3 exoribonuclease 2,NONE,P40848,NONE,NONE,"NONE
"
2gfp_B_cavity_6,5,3.65,0.73,5,0,0,0,0,0,Multidrug resistance protein D,NONE,P31442,NONE,NONE,"NONE
"
2nqb_G_cavity_1,6,4.237,0.7061,6,0,0,0,0,0,Histone H3,NONE,P02299,NONE,NONE,"NONE
"
1v9s_A_cavity_1,5,3.477,0.6953,4,1,0,0,0,0,Uracil phosphoribosyltransferase,NONE,Q72J35,NONE,NONE,"NONE
"
2yxr_A_cavity_6,5,3.445,0.6891,5,0,0,0,0,0,Preprotein translocase subunit secY,NONE,Q60175,NONE,NONE,"NONE
"
2ch5_A_cavity_2,5,3.436,0.6873,4,0,1,0,0,0,N-acetyl-D-glucosamine kinase,NONE,Q9UJ70,NONE,NONE,"NONE
"
